500.00,43.00,1,0,0,0,0,0,1,0
690.00,80.00,1,0,0,0,1,0,1,0
695.00,60.00,1,0,0,0,1,0,1,0
880.00,88.00,1,0,0,0,1,0,1,0
600.00,65.00,1,0,0,1,1,0,1,0
510.00,55.00,0,1,0,0,0,0,-1,1
799.00,70.00,1,0,0,0,0,0,1,0
1000.00,77.00,1,0,0,1,1,0,1,0
400.00,45.00,0,1,0,0,0,0,-1,1
1640.00,150.00,1,0,0,0,0,0,1,0
550.00,65.00,1,1,0,0,0,0,-1,1
875.00,67.00,0,0,0,0,0,0,1,0
860.00,0.00,1,0,0,0,1,0,1,0
550.00,55.00,0,0,0,0,0,0,1,0
450.00,45.00,0,0,0,0,0,0,-1,1
540.00,38.00,0,0,0,0,1,0,1,0
550.00,43.00,1,0,0,0,0,0,1,0
495.00,30.00,1,0,0,0,1,0,1,0
590.00,50.00,1,0,0,0,1,0,1,0
572.00,40.00,1,0,0,1,1,0,1,0
380.00,25.00,1,0,1,0,1,0,1,0
400.00,40.00,1,0,0,0,0,0,1,0
380.00,25.00,1,0,1,0,1,0,1,0
400.00,51.00,0,1,0,0,0,0,-1,1
1523.89,109.00,1,0,0,1,1,0,1,0
400.00,75.00,0,1,0,0,0,0,-1,1
520.00,40.00,1,0,0,0,1,0,1,0
300.00,20.00,1,0,0,0,0,0,1,0
251.31,0.00,1,0,0,0,0,0,1,0
595.00,46.00,1,0,0,0,0,0,1,0
300.00,40.00,0,1,0,0,0,0,-1,1
750.00,53.00,1,0,0,0,0,0,1,0
750.00,72.00,1,0,0,0,1,0,1,0
500.00,52.00,1,0,0,1,1,0,1,0
600.00,90.00,0,0,0,0,0,0,-1,1
400.00,20.00,1,0,0,0,0,0,1,0
450.00,30.00,1,0,0,0,0,0,1,0
720.00,144.00,0,0,0,0,0,0,-1,1
480.00,48.00,1,0,0,0,0,0,1,0
400.00,20.00,1,0,0,0,0,0,1,0
395.00,31.00,0,0,0,1,1,0,1,0
670.00,55.00,0,1,0,0,0,0,-1,1
810.00,70.00,1,0,0,0,1,0,1,0
729.00,60.00,0,0,0,0,0,0,1,0
700.00,68.00,1,0,0,0,0,0,1,0
630.00,62.00,1,0,0,0,0,0,1,0
700.00,67.00,1,1,0,0,1,0,1,0
680.00,54.00,0,0,0,0,0,0,1,0
670.00,69.00,0,0,0,0,0,0,1,0
690.00,63.00,1,0,0,0,0,0,1,0
660.00,40.00,1,0,0,0,1,0,1,0
568.00,46.00,1,0,0,0,0,0,1,0
688.58,84.00,0,0,0,0,0,0,1,0
700.00,68.00,0,0,0,0,0,0,1,0
695.00,60.00,1,0,0,0,1,0,1,0
690.00,64.00,1,0,0,0,1,0,-1,1
680.00,55.00,0,0,0,0,1,0,1,0
660.00,50.00,1,0,0,0,1,0,1,0
695.00,90.00,1,0,0,0,0,0,1,0
700.00,60.00,1,0,0,0,0,0,1,0
690.00,68.00,1,0,0,0,0,0,1,0
700.00,50.00,0,1,0,0,0,0,1,0
700.00,55.00,1,0,0,0,1,0,1,0
550.00,48.00,0,0,0,0,1,0,1,0
650.00,40.00,1,0,0,0,0,0,1,0
795.00,90.00,0,0,0,1,1,0,1,0
420.00,33.00,0,0,0,0,0,0,1,0
880.00,88.00,1,0,0,0,1,0,1,0
430.00,30.00,0,0,0,0,1,0,1,0
500.00,40.00,1,0,0,0,0,0,1,0
400.00,35.00,1,0,0,0,0,0,-1,1
360.00,98.00,1,1,0,0,0,0,-1,1
300.00,50.00,0,1,0,0,0,0,-1,1
390.00,51.00,0,0,0,0,0,0,-1,1
300.00,70.00,0,1,0,0,0,0,-1,1
300.00,59.00,0,1,0,0,0,0,-1,1
400.00,68.00,0,1,0,0,0,0,-1,1
316.00,28.00,1,0,0,0,0,0,1,0
390.00,65.00,0,1,0,0,0,0,-1,1
360.00,30.00,1,1,0,0,0,0,-1,1
400.00,65.00,0,1,0,0,0,0,-1,1
310.00,27.00,1,1,0,0,0,0,-1,1
309.00,0.00,1,0,0,0,1,0,1,0
150.00,105.00,1,0,0,0,0,0,-1,1
390.00,36.00,0,0,0,0,1,0,1,0
400.00,28.00,1,0,0,0,0,0,-1,1
350.00,50.00,0,1,0,0,0,0,-1,1
300.00,60.00,0,1,0,0,0,0,-1,1
300.00,33.00,0,1,0,0,0,0,-1,1
380.00,25.00,1,0,0,0,1,0,1,0
380.00,25.00,0,0,0,0,0,0,1,0
399.00,36.00,1,0,0,0,1,0,1,0
359.00,35.00,1,0,0,0,0,0,1,0
400.00,1.00,0,0,0,0,0,0,-1,1
239.00,0.00,1,0,0,0,1,0,1,0
400.00,72.00,0,1,0,0,0,0,-1,1
390.00,36.00,0,0,0,0,1,0,1,0
360.00,30.00,1,0,0,0,0,0,1,0
350.00,48.00,0,1,0,0,0,0,-1,1
400.00,50.00,0,1,0,0,0,0,-1,1
400.00,40.00,1,0,0,0,0,0,1,0
300.00,59.00,0,1,0,0,0,0,-1,1
395.00,29.00,1,1,0,0,0,0,-1,1
400.00,22.00,0,0,0,0,1,0,1,0
250.00,15.00,1,0,1,0,0,0,1,0
380.00,50.00,1,1,0,0,1,0,-1,1
400.00,68.00,0,1,0,0,0,0,-1,1
332.93,33.00,1,0,0,1,1,0,1,0
350.00,59.00,0,1,0,0,0,0,-1,1
330.00,12.00,1,0,0,0,1,0,1,0
382.00,57.00,0,1,0,0,0,0,1,0
400.00,30.00,1,0,0,0,1,0,1,0
400.00,65.00,0,1,0,0,0,0,-1,1
360.00,100.00,1,1,0,0,0,0,-1,1
400.00,22.00,0,0,0,0,0,0,1,0
375.00,31.00,1,0,0,1,1,0,1,0
380.00,25.00,0,0,0,0,0,0,1,0
359.00,35.00,1,0,0,0,0,0,1,0
400.00,35.00,1,0,0,0,0,0,1,0
345.00,30.00,1,1,0,0,0,0,1,0
380.00,0.00,1,0,0,0,1,0,1,0
400.00,75.00,0,1,0,0,0,0,-1,1
350.00,50.00,0,1,0,0,0,0,-1,1
380.00,39.00,1,1,0,0,1,0,1,0
400.00,36.00,1,0,0,0,0,0,1,0
340.00,100.00,1,0,0,0,0,0,-1,1
400.00,50.00,0,1,0,0,0,0,-1,1
400.00,50.00,0,1,0,0,0,0,-1,1
400.00,76.00,0,1,0,0,0,0,-1,1
400.00,60.00,0,1,0,0,0,0,-1,1
350.00,61.00,1,0,0,0,0,0,1,0
350.00,36.00,0,1,0,0,0,0,-1,1
360.00,30.00,1,1,0,0,0,0,-1,1
250.00,15.00,1,0,1,0,0,0,1,0
300.00,40.00,0,1,0,0,0,0,-1,1
300.00,43.00,0,1,0,0,0,0,-1,1
300.00,33.00,0,1,0,0,0,0,-1,1
298.70,25.00,1,0,0,0,1,0,1,0
340.00,30.00,1,1,0,0,0,0,-1,1
390.00,39.00,0,0,0,0,1,0,1,0
345.00,30.00,1,1,0,0,0,0,1,0
365.00,30.00,0,0,0,0,0,0,1,0
130.00,80.00,1,0,0,0,0,0,-1,1
399.00,36.00,1,0,0,0,1,0,1,0
380.00,25.00,1,0,1,0,1,0,1,0
400.00,28.00,1,0,0,0,0,0,1,0
392.09,31.00,1,0,0,1,1,0,1,0
400.00,51.00,0,1,0,0,0,0,-1,1
400.00,57.00,0,1,0,0,0,0,-1,1
190.00,35.00,1,0,0,0,0,0,1,0
300.00,38.00,0,1,0,0,0,0,-1,1
120.00,150.00,1,0,0,0,0,0,-1,1
400.00,28.00,1,0,0,0,0,0,1,0
350.00,0.00,1,0,0,0,0,0,1,0
650.00,65.00,0,1,0,0,0,0,-1,1
1060.00,75.00,1,0,0,0,1,0,1,0
583.00,55.00,1,0,0,0,0,0,1,0
875.00,67.00,0,0,0,0,0,0,1,0
750.00,60.00,1,1,0,0,0,0,1,0
600.00,84.00,1,1,0,0,0,0,-1,1
825.00,65.00,1,0,0,0,0,0,1,0
1122.00,125.00,1,0,0,0,0,0,1,0
2295.21,136.00,0,0,0,0,0,0,1,0
1295.00,79.00,0,0,0,0,0,0,1,0
880.00,50.00,1,0,0,1,1,0,1,0
1216.00,91.00,1,0,0,0,1,0,1,0
1040.34,89.00,1,0,0,0,1,0,1,0
950.00,65.00,1,0,0,0,0,0,1,0
1190.00,90.00,1,0,0,0,1,0,1,0
583.00,55.00,1,0,0,0,0,0,1,0
590.00,0.00,1,0,0,0,1,0,1,0
520.00,35.00,1,0,0,0,1,0,1,0
300.00,60.00,1,0,0,0,0,0,1,0
360.00,0.00,1,0,0,0,0,0,1,0
400.00,22.00,1,0,0,0,0,0,1,0
750.00,53.00,1,0,0,0,1,0,1,0
807.00,91.00,1,0,0,0,0,0,1,0
500.00,500.00,0,1,0,0,0,0,-1,1
670.00,50.00,0,1,0,0,0,0,-1,1
1290.00,71.00,1,0,0,1,1,0,1,0
490.00,52.00,1,0,0,0,1,0,1,0
350.00,72.00,0,1,0,0,0,0,-1,1
650.00,65.00,0,1,0,0,0,0,-1,1
752.00,47.00,0,0,0,0,0,0,1,0
900.00,72.00,1,0,0,0,0,0,1,0
720.00,62.00,1,0,0,0,1,0,1,0
690.00,42.00,1,0,0,0,0,0,1,0
450.00,36.00,0,0,0,0,0,0,1,0
337.00,33.00,1,0,0,0,0,0,1,0
720.00,62.00,1,0,0,0,1,0,1,0
725.00,54.00,1,0,0,1,1,0,1,0
650.00,75.00,0,1,0,0,0,0,-1,1
675.00,44.00,1,0,0,1,1,0,1,0
240.00,75.00,1,0,0,0,0,0,1,0
850.00,68.00,1,0,0,0,0,0,1,0
1000.00,77.00,1,0,0,0,0,0,1,0
572.00,39.00,1,0,0,1,1,0,1,0
749.00,67.00,1,0,0,0,0,0,1,0
240.00,90.00,1,1,0,0,1,0,-1,1
350.00,40.00,1,0,0,0,1,0,1,0
400.00,53.00,0,1,0,0,0,0,-1,1
380.00,79.00,1,1,0,0,1,0,-1,1
500.00,60.00,1,1,0,0,1,0,-1,1
765.00,110.00,0,1,0,0,0,0,-1,1
800.00,54.00,1,0,0,0,0,0,-1,1
650.00,43.00,0,0,0,0,0,0,1,0
1050.00,83.00,0,0,0,0,1,0,1,0
770.00,45.00,1,0,0,0,0,0,1,0
1090.00,93.00,0,0,0,0,0,0,1,0
850.00,75.00,1,0,0,0,0,0,1,0
285.00,74.00,1,1,0,0,0,0,-1,1
300.00,2.00,0,1,0,0,0,0,-1,1
600.00,85.00,0,1,0,0,0,0,-1,1
550.00,60.00,1,1,0,0,0,0,-1,1
670.00,42.00,1,0,0,0,1,0,1,0
450.00,34.00,1,0,0,0,0,0,1,0
550.00,55.00,0,1,0,0,0,0,-1,1
1060.00,75.00,1,0,0,0,1,0,1,0
768.00,73.00,0,0,0,1,1,0,1,0
1640.00,150.00,1,0,0,0,0,0,1,0
850.00,80.00,1,1,0,1,1,0,1,0
825.00,65.00,1,0,0,0,0,0,1,0
395.00,55.00,1,1,0,0,0,0,-10,1
770.00,55.00,0,1,0,0,0,0,-1,1
340.00,1.00,1,1,0,0,1,0,-1,1
500.00,45.00,1,1,0,0,1,0,-1,1
752.00,47.00,1,0,0,0,0,0,1,0
495.00,30.00,1,0,0,0,1,0,1,0
500.00,43.00,1,0,0,0,1,0,1,0
322.88,34.00,0,0,0,0,0,0,1,0
350.00,45.00,1,1,0,0,1,0,-1,1
550.00,42.00,1,0,0,0,0,0,1,0
380.00,65.00,1,1,0,0,1,0,-1,1
495.00,30.00,1,0,0,0,1,0,1,0
2295.21,136.00,0,0,0,0,0,0,1,0
800.00,76.00,0,0,0,0,1,0,1,0
1490.00,98.00,0,0,0,1,1,0,1,0
1590.00,125.00,0,0,0,1,1,0,1,0
425.00,39.00,1,0,0,0,0,0,-1,1
320.00,45.00,0,1,0,0,0,0,1,0
465.00,29.00,1,0,0,1,1,0,1,0
465.00,29.00,0,0,0,0,0,0,1,0
590.00,50.00,0,0,0,0,0,0,1,0
280.00,74.00,1,1,0,0,1,0,-1,1
350.00,43.00,1,1,0,0,1,0,-1,1
350.00,72.00,0,1,0,0,0,0,-1,1
300.00,43.00,0,1,0,0,0,0,-1,1
550.00,42.00,1,0,0,0,0,0,1,0
940.00,80.00,1,0,0,0,1,0,1,0
587.00,56.00,0,0,0,0,1,0,1,0
880.00,50.00,1,0,0,1,1,0,1,0
655.00,55.00,0,1,0,0,0,0,-1,1
600.00,45.00,1,0,0,0,0,0,1,0
690.00,52.00,0,0,0,0,0,0,1,0
550.00,85.00,1,1,0,0,0,0,-1,1
345.00,80.00,1,1,0,0,0,0,-1,1
749.69,71.00,0,0,0,0,0,0,1,0
340.00,65.00,1,1,0,0,0,0,-1,1
450.00,35.00,1,0,0,0,0,0,-1,1
700.00,60.00,1,0,0,0,0,0,1,0
570.00,30.00,0,0,0,0,1,0,1,0
500.00,80.00,1,0,0,0,0,0,-1,1
540.00,58.00,1,0,0,0,0,0,1,0
550.00,90.00,1,1,0,0,1,0,-1,1
700.00,50.00,0,0,0,0,0,0,-1,1
385.00,68.00,1,1,0,0,0,0,-1,1
750.00,70.00,0,1,0,0,0,0,-1,1
765.00,65.00,0,1,0,0,0,0,-1,1
600.00,68.00,1,1,0,0,0,0,-1,1
625.00,52.00,0,1,0,0,0,0,-1,1
280.00,55.00,1,1,0,0,0,0,-1,1
620.00,80.00,0,1,0,0,0,0,-1,1
624.00,52.00,0,1,0,0,0,0,-1,1
450.00,35.00,1,1,0,0,1,0,-1,1
790.00,61.00,1,0,0,1,1,0,1,0
400.00,62.00,1,1,0,0,1,0,-1,1
425.00,39.00,1,0,0,0,0,0,-1,1
465.00,29.00,1,1,0,0,1,0,1,0
600.00,50.00,0,0,0,0,1,0,1,0
350.00,74.00,1,1,0,0,1,0,-1,1
370.00,83.00,1,1,0,0,1,0,-1,1
380.00,63.00,1,1,0,0,1,0,-1,1
365.00,60.00,1,0,0,0,0,0,-1,1
1090.00,75.00,0,0,0,0,0,0,1,0
400.00,40.00,1,0,0,0,0,0,1,0
520.00,117.00,1,1,0,0,1,0,-1,1
790.00,65.00,0,1,0,0,0,0,-1,1
685.00,50.00,1,0,0,0,0,0,-1,1
450.00,75.00,1,1,0,0,1,0,-1,1
376.20,28.00,1,0,0,0,0,0,1,0
599.00,51.00,0,0,0,1,1,0,1,0
550.00,45.00,1,0,0,0,1,0,1,0
500.00,30.00,1,0,0,0,0,0,1,0
360.00,74.00,1,1,0,0,1,0,-1,1
490.00,75.00,1,1,0,0,1,0,-1,1
320.00,45.00,1,1,0,0,1,0,-1,1
470.00,50.00,1,1,0,0,1,0,-1,1
440.00,50.00,1,1,0,0,1,0,-1,1
390.00,60.00,1,1,0,0,1,0,-1,1
400.00,25.00,1,1,0,0,1,0,-1,1
425.00,29.00,1,0,0,0,0,0,1,0
825.00,65.00,1,0,0,0,0,0,1,0
1200.00,85.00,1,0,0,0,1,0,1,0
480.00,55.00,1,1,0,0,1,0,-1,1
590.00,55.00,1,0,0,0,0,0,1,0
630.00,55.00,0,0,0,1,0,0,1,0
450.00,40.00,1,1,0,0,1,0,-1,1
750.00,56.00,1,0,0,0,0,0,1,0
980.00,75.00,1,0,0,0,0,0,1,0
765.00,110.00,0,1,0,0,0,0,-1,1
920.00,70.00,1,0,0,0,1,0,1,0
660.00,39.00,1,0,0,0,0,0,1,0
795.00,85.00,0,1,0,0,0,0,-1,1
870.00,50.00,1,0,0,0,0,0,1,0
380.00,80.00,1,1,0,0,1,0,-1,1
480.00,80.00,1,1,0,0,1,0,-1,1
950.00,90.00,1,0,0,0,0,0,1,0
690.00,60.00,0,0,0,0,0,0,1,0
380.00,70.00,1,1,0,0,1,0,-1,1
880.00,50.00,1,0,0,1,1,0,1,0
455.61,41.00,0,0,0,0,0,0,1,0
470.00,50.00,1,1,0,0,1,0,-1,1
620.00,67.00,0,0,0,0,1,0,1,0
650.00,44.00,0,0,0,0,1,0,1,0
790.00,54.00,1,0,0,0,0,0,1,0
490.00,30.00,1,0,0,0,0,0,1,0
750.00,82.00,0,0,0,0,0,0,1,0
400.00,80.00,1,1,0,0,1,0,-1,1
415.00,31.00,0,0,0,0,0,0,1,0
450.00,24.00,1,0,0,0,0,0,1,0
780.00,110.00,0,1,0,0,0,0,-1,1
750.00,53.00,1,0,0,0,1,0,1,0
570.00,60.00,0,1,0,0,0,0,-1,1
1329.00,71.00,0,0,0,0,1,0,1,0
470.00,50.00,1,1,0,0,1,0,-1,1
750.00,62.00,0,1,0,0,0,0,-1,1
2295.21,136.00,0,0,0,0,0,0,1,0
795.00,85.00,0,1,0,0,0,0,-1,1
630.00,40.00,1,0,0,0,1,0,1,0
400.00,41.00,1,0,0,0,0,0,-2,1
600.00,42.00,0,0,0,0,1,0,1,0
630.00,42.00,1,0,0,0,1,0,1,0
850.00,60.00,0,1,0,0,0,0,1,0
1190.00,98.00,1,0,0,0,0,0,1,0
400.00,90.00,1,1,0,0,1,0,-1,1
350.00,25.00,1,0,1,0,0,0,1,0
330.00,68.00,1,1,0,0,1,0,-1,1
400.00,25.00,1,1,0,0,1,0,-1,1
420.00,40.00,1,0,0,0,0,0,1,0
500.00,79.00,1,1,0,0,1,0,-1,1
465.00,29.00,1,0,0,1,1,0,1,0
350.00,60.00,1,1,0,0,1,0,-1,1
587.00,56.00,0,0,0,0,1,0,1,0
780.00,63.00,0,1,0,0,0,0,-1,1
750.00,55.00,0,0,0,0,0,0,1,0
500.00,105.00,1,1,0,0,1,0,-1,1
620.00,67.00,0,0,0,0,1,0,1,0
850.00,80.00,0,0,0,0,1,0,1,0
750.00,50.00,1,0,0,1,0,0,1,0
720.00,70.00,1,0,0,0,1,0,1,0
593.00,39.00,1,0,0,0,1,0,1,0
418.00,32.00,1,0,0,0,0,0,1,0
1090.00,65.00,1,0,0,0,0,0,1,0
698.00,75.00,0,1,1,0,1,0,1,0
692.00,47.00,1,0,0,0,1,0,1,0
720.00,58.00,0,0,0,0,1,0,1,0
350.00,20.00,1,1,0,0,1,0,-1,1
400.00,80.00,1,1,0,0,1,0,-1,1
420.00,64.00,1,1,0,0,1,0,-1,1
510.00,35.00,1,1,0,0,1,0,-1,1
520.00,36.00,1,1,0,0,0,0,-1,1
790.00,50.00,1,0,0,1,0,0,1,0
350.00,40.00,1,1,0,0,1,0,-1,1
790.00,50.00,1,0,0,1,0,0,1,0
500.00,32.00,1,0,0,0,0,0,-1,1
770.00,70.00,1,0,0,0,0,0,1,0
465.00,29.00,1,0,0,1,1,0,1,0
500.00,79.00,1,1,0,0,1,0,-1,1
785.00,68.00,0,1,0,0,0,0,-1,1
350.00,68.00,1,1,0,0,1,0,-1,1
440.00,50.00,1,1,0,0,1,0,-1,1
390.00,60.00,1,1,0,0,1,0,-1,1
690.00,62.00,1,0,0,0,1,0,1,0
950.00,75.00,1,0,0,0,0,0,1,0
410.00,65.00,1,1,0,0,1,0,-1,1
430.00,60.00,1,1,0,0,1,0,-1,1
420.00,40.00,1,0,0,0,1,0,1,0
750.00,70.00,0,1,0,0,0,0,-1,1
820.00,58.00,0,0,0,0,1,0,1,0
465.00,29.00,1,0,0,1,1,0,1,0
450.00,65.00,1,1,0,0,1,0,-1,1
349.00,35.00,1,0,1,0,1,0,1,0
460.00,30.00,1,1,0,0,1,0,-1,1
670.00,61.00,0,0,0,0,0,0,-1,1
570.00,50.00,1,0,0,0,1,0,1,0
430.00,85.00,1,1,0,0,1,0,-1,1
790.00,63.00,1,0,0,0,0,0,1,0
593.00,39.00,1,0,0,0,1,0,1,0
500.00,60.00,0,1,0,0,0,0,-1,1
950.00,73.00,1,0,0,0,1,0,1,0
790.00,61.00,1,0,0,1,1,0,1,0
470.00,30.00,1,0,0,0,0,0,1,0
765.00,65.00,0,1,0,0,0,0,-1,1
630.00,57.00,1,0,0,0,1,0,1,0
780.00,110.00,0,1,0,0,0,0,-1,1
780.00,76.00,1,0,0,0,0,0,1,0
450.00,35.00,1,0,0,0,0,0,-1,1
1090.00,66.00,1,0,0,0,0,0,1,0
415.01,59.00,0,0,0,0,0,0,1,0
650.00,50.00,1,0,0,0,1,0,1,0
698.00,75.00,0,1,1,0,1,0,1,0
500.00,57.00,0,1,0,0,0,0,-1,1
615.00,50.00,1,0,0,0,0,0,1,0
615.00,50.00,1,0,0,0,0,0,1,0
630.00,40.00,1,0,0,0,1,0,1,0
698.00,75.00,0,1,1,0,1,0,1,0
750.00,55.00,0,0,0,0,1,0,1,0
350.00,25.00,1,0,1,0,0,0,1,0
698.00,75.00,0,1,1,0,1,0,1,0
700.00,50.00,0,0,0,0,1,0,1,0
750.00,62.00,0,1,0,0,0,0,-1,1
550.00,30.00,1,0,0,0,0,0,1,0
620.00,67.00,0,0,0,0,0,0,1,0
1100.00,76.00,0,0,0,0,1,0,1,0
550.00,30.00,1,0,0,0,0,0,1,0
770.00,55.00,0,1,0,0,0,0,-1,1
500.00,55.00,1,0,0,1,1,0,1,0
600.00,62.00,0,0,0,0,1,0,1,0
785.00,68.00,0,1,0,0,0,0,-1,1
768.00,74.00,0,0,0,0,1,0,1,0
456.00,30.00,1,0,0,1,1,0,1,0
600.00,62.00,1,0,0,0,0,0,1,0
599.94,40.00,0,0,0,0,0,0,1,0
810.00,70.00,1,0,0,0,1,0,1,0
750.00,72.00,1,0,0,0,1,0,1,0
700.00,60.00,1,0,0,0,0,0,1,0
790.00,65.00,0,1,0,0,0,0,-1,1
750.00,70.00,1,0,0,0,0,0,1,0
677.03,53.00,1,0,0,0,0,0,1,0
1036.40,85.00,0,0,0,0,1,0,1,0
780.00,63.00,0,1,0,0,0,0,-1,1
1039.00,90.00,0,0,0,0,0,0,1,0
478.00,38.00,1,0,0,0,1,0,1,0
700.00,67.00,1,1,0,0,1,0,1,0
520.00,40.00,1,0,0,0,0,0,1,0
425.50,39.00,1,0,0,0,0,0,-1,1
700.00,70.00,0,0,0,0,0,0,-1,1
599.00,82.00,1,1,0,0,0,0,-1,1
600.00,81.00,1,0,0,0,0,0,-1,1
550.00,45.00,1,0,0,0,1,0,1,0
560.00,50.00,0,0,0,0,1,0,1,0
